City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,carnarvon,-24.8667,113.6333,65.46,46,2,11.99,AU,1684189421
367,reggane,26.7158,0.1714,77.2,14,1,11.83,DZ,1684189421
368,filey,54.21,-0.2892,47.88,76,13,5.66,GB,1684189421
369,port antonio,18.18,-76.4612,86.99,76,100,10.42,JM,1684189422
370,mykolayiv,46.9659,31.9974,57.4,54,93,3.29,UA,1684189422
371,las tablas,7.7667,-80.2833,79.18,99,100,4.76,PA,1684189422
372,newman,37.3138,-121.0208,92.23,29,0,8.01,US,1684189423
373,usogorsk,63.4106,48.6872,50.11,79,71,4.07,RU,1684189423
374,ketchikan,55.3422,-131.6461,68.47,52,0,10.36,US,1684189423
375,general conesa,-40.1,-64.4333,72.18,44,48,12.21,AR,1684189423
376,alesund,62.4723,6.1549,49.75,91,40,9.22,NO,1684189132
377,mokpo,34.7936,126.3886,62.65,82,0,8.3,KR,1684189424
378,lichtenburg,-26.152,26.1597,49.53,39,0,4.65,ZA,1684189424
379,n'zeto,-7.2312,12.8666,77.72,89,43,6.6,AO,1684189424
380,nikolayevsk-on-amure,53.1406,140.73,50.31,82,98,9.4,RU,1684189424
381,manado,1.487,124.8455,79.57,94,40,1.14,ID,1684189424
382,fada,9.5667,8.3,74.95,71,99,3.47,NG,1684189425
383,lensk,60.7253,114.9278,37.06,57,15,2.39,RU,1684189249
384,mahina,-17.5065,-149.489,87.57,62,20,5.75,PF,1684189425
385,zhanaozen,43.3,52.8,52.41,83,100,17.78,KZ,1684189425
386,santiago de cao,-7.9589,-79.2392,75.33,78,21,9.22,PE,1684189425
387,callao,-12.0667,-77.15,78.71,69,100,11.5,PE,1684189377
388,peace river,56.2501,-117.286,82.71,18,100,9.22,CA,1684189426
389,basco,20.4487,121.9702,80.2,84,100,10.94,PH,1684189426
390,galeana,24.8333,-100.0667,66.67,65,39,9.26,MX,1684189426
391,luorong,24.4058,109.6086,72.91,94,91,4.18,CN,1684189427
392,khairpur nathan shah,27.0936,67.7337,87.85,28,1,5.59,PK,1684189427
393,sabang,5.8933,95.3214,83.12,75,95,14.99,ID,1684189427
394,nadi,-17.8,177.4167,78.8,73,75,3.44,FJ,1684189427
395,faya-largeau,17.9257,19.1043,93.13,11,1,2.91,TD,1684189428
396,kudat,6.8837,116.8477,76.93,94,20,1.14,MY,1684189428
397,dakhla,23.6848,-15.958,67.62,76,91,17.07,EH,1684189428
398,santa elena de uairen,4.6167,-61.1333,72.57,87,97,0.92,VE,1684189428
399,mena,51.5217,32.2157,54.12,71,100,8.77,UA,1684189428
400,sierra vista,31.5545,-110.3037,84.36,24,75,14.97,US,1684189429
401,tallahassee,30.4383,-84.2807,79.86,87,75,3.44,US,1684189296
402,hotan,37.0997,79.9269,69.57,12,7,6.04,CN,1684189429
403,kolonia town,6.964,158.206,84.2,84,100,4.61,FM,1684189429
404,vengerovo,55.6848,76.7471,43.66,56,97,7.49,RU,1684189429
405,parintins,-2.6283,-56.7358,77.94,95,100,3.04,BR,1684189430
406,kargasok,59.0556,80.8572,38.44,59,95,8.81,RU,1684189430
407,plainview,40.7765,-73.4673,76.98,55,0,13.8,US,1684189181
408,ta`u,-14.2336,-169.5144,81.93,77,23,11.25,AS,1684189430
409,las lomitas,-24.7096,-60.593,70.86,50,0,6.26,AR,1684189430
410,monahans,31.5943,-102.8926,82.9,40,98,10.78,US,1684189431
411,katsuura,35.1333,140.3,62.71,72,1,10.92,JP,1684189431
412,vila do maio,15.1333,-23.2167,74.19,81,79,12.73,CV,1684189431
413,novodvinsk,64.4165,40.8122,53.74,63,56,4.52,RU,1684189431
414,chegdomyn,51.1167,133.0167,45.3,61,40,6.98,RU,1684189431
415,pisco,-13.7,-76.2167,73.45,73,75,13.8,PE,1684189188
416,urzhar,47.093,81.6294,45.63,53,97,7.78,KZ,1684189432
417,zahedan,29.4963,60.8629,67.91,12,0,4.61,IR,1684189432
418,maumere,-8.6199,122.2111,74.32,79,6,6.13,ID,1684189432
419,indramayu,-6.3264,108.32,78.3,75,22,7.43,ID,1684189432
420,labrador city,52.9463,-66.9114,39.11,52,75,11.5,CA,1684189433
421,sola,-13.8833,167.55,81.07,77,92,22.48,VU,1684189433
422,hilo,19.7297,-155.09,84.27,87,100,1.01,US,1684189195
423,suva,-18.1416,178.4415,74.68,88,75,3.44,FJ,1684189433
424,trujillo,-8.116,-79.03,75.16,78,13,9.22,PE,1684189423
425,dalnegorsk,44.5604,135.5701,55.44,90,100,1.77,RU,1684189433
426,sathupalli,17.2497,80.869,91.63,25,22,3.22,IN,1684189434
427,gusinoozyorsk,51.2833,106.5,36.37,54,75,4.12,RU,1684189434
428,roznava,48.6601,20.5376,52.97,99,100,2.06,SK,1684189434
429,robore,-18.3333,-59.75,74.21,56,0,2.89,BO,1684189434
430,tralee,52.2704,-9.7026,44.62,88,34,3.42,IE,1684189435
431,tolanaro,-25.0319,46.9987,69.87,94,0,4.61,MG,1684189435
432,serdar,38.9764,56.2757,57.92,68,81,21.52,TM,1684189435
433,kurumkan,54.3,110.3,34.84,37,21,1.52,RU,1684189435
434,bac lieu,9.285,105.7244,82.87,78,7,6.64,VN,1684189435
435,nova vicosa,-17.8919,-39.3719,74.97,84,20,5.55,BR,1684189436
436,saint-imier,47.1528,6.9969,47.23,100,0,1.14,CH,1684189436
437,malegaon,20.55,74.5333,80.73,59,0,14.81,IN,1684189436
438,ciudad lazaro cardenas,17.9583,-102.2,86.7,53,0,10.54,MX,1684189436
439,atiquizaya,13.9769,-89.7525,88.39,47,80,5.3,SV,1684189436
440,kuraymah,18.55,31.85,83.55,9,1,10.47,SD,1684189437
441,mangrol,21.1167,70.1167,82.67,85,5,12.26,IN,1684189437
442,richards bay,-28.783,32.0377,62.92,81,74,7.14,ZA,1684189437
443,sokoto,13.0609,5.239,93.88,33,100,10.92,NG,1684189437
444,saint-florentin,48.0006,3.7249,51.62,92,100,12.21,FR,1684189438
445,saint-francois,46.4154,3.9054,51.96,87,0,6.91,FR,1684189438
446,bamboo flat,11.7,92.7167,82.49,83,40,2.3,IN,1684189438
447,colonia,50.9333,6.95,54.95,79,100,17.27,DE,1684189443
448,vila velha,-20.3297,-40.2925,76.95,85,75,4.61,BR,1684189444
449,aswan,24.0934,32.907,85.3,23,0,13.8,EG,1684189444
450,kayyerkan,69.3786,87.7439,18.03,91,92,8.37,RU,1684189444
451,shar,49.5886,81.0453,45.95,37,1,3.91,KZ,1684189448
452,as sulayyil,20.4607,45.5779,84.45,15,0,12.33,SA,1684189448
453,kembe,4.6228,21.8865,75.51,64,12,1.81,CF,1684189448
454,columbus,39.9612,-82.9988,77.14,36,75,6.91,US,1684188977
455,afif,23.9065,42.9172,83.37,18,73,3.85,SA,1684189449
456,grootfontein,-19.5667,18.1167,58.57,55,73,4.61,NA,1684189449
457,kapa'a,22.0752,-159.319,80.58,62,100,13.8,US,1684189449
458,ghadamis,30.1337,9.5007,65.43,33,0,5.77,LY,1684189449
459,nelson bay,-32.7167,152.15,57.09,97,100,8.99,AU,1684189450
460,revda,56.801,59.9303,41.97,68,50,3.13,RU,1684189450
461,ust-nera,64.5667,143.2,35.22,87,97,5.37,RU,1684189450
462,meizhou,24.2977,116.1072,70.45,91,99,2.48,CN,1684189451
463,tapa,59.2606,25.9586,57.81,60,100,7.92,EE,1684189451
464,guerrero negro,27.9769,-114.0611,70.97,53,11,15.57,MX,1684189279
465,fano,43.8204,13.0121,59.79,90,100,8.14,IT,1684189451
466,regina,50.4501,-104.6178,80.58,26,40,6.91,CA,1684189433
467,vanino,49.0869,140.2543,43.27,97,100,5.23,RU,1684189196
468,chateau-thierry,49.05,3.4,48.36,89,100,14.67,FR,1684189452
469,lorengau,-2.0226,147.2712,83.19,82,78,8.55,PG,1684189452
470,ouro sogui,15.6,-13.3167,98.62,26,0,2.3,SN,1684189453
471,alappuzha,9.49,76.3264,83.19,79,74,8.46,IN,1684189453
472,walvis bay,-22.9575,14.5053,54.55,87,0,3.44,NA,1684189453
473,merritt island,28.5392,-80.672,84.04,62,0,10.36,US,1684189410
474,mende,44.6667,3.5,40.26,89,80,9.35,FR,1684189453
475,ikungi,-5.1333,34.7667,62.22,76,58,6.49,TZ,1684189454
476,cockburn town,21.4612,-71.1419,80.4,79,96,10.47,TC,1684189454
477,navia,43.5354,-6.7194,49.32,93,71,4.41,ES,1684189454
478,skeldon,5.8833,-57.1333,78.22,92,100,7.18,GY,1684189455
479,harstad,68.799,16.5293,45.79,97,99,17.0,NO,1684189455
480,josenii bargaului,47.2167,24.6833,57.69,87,100,1.7,RO,1684189455
481,cotusca,48.1333,26.85,59.61,61,100,16.22,RO,1684189456
482,coquimbo,-29.9533,-71.3436,64.13,67,0,8.05,CL,1684189437
483,smara,26.7384,-11.6719,67.14,56,23,11.01,EH,1684189456
484,caluula,11.9661,50.7569,85.24,79,5,0.89,SO,1684189456
485,vuktyl,63.8567,57.3094,39.6,96,100,4.34,RU,1684189456
486,baruun-urt,46.6806,113.2792,34.48,74,88,21.09,MN,1684189457
487,goma,-1.6792,29.2228,63.12,89,60,2.86,CD,1684189457
488,caleta de carquin,-11.0925,-77.6267,72.63,75,37,9.44,PE,1684189457
489,rio claro,-22.4114,-47.5614,58.35,74,69,1.79,BR,1684189457
490,thunder bay,48.4001,-89.3168,75.18,23,100,14.97,CA,1684189226
491,menongue,-14.6585,17.691,64.04,48,50,0.81,AO,1684189458
492,sisimiut,66.9395,-53.6735,35.69,69,100,6.55,GL,1684189458
493,motilla del palancar,39.5709,-1.9068,54.43,49,27,3.0,ES,1684189458
494,undurkhaan,47.3194,110.6556,36.09,75,55,11.95,MN,1684189459
495,juba,4.8517,31.5825,74.89,77,92,3.8,SS,1684189459
496,okhotsk,59.3833,143.3,39.96,74,99,12.84,RU,1684189459
497,kailua-kona,19.6406,-155.9956,83.28,73,40,13.8,US,1684189459
498,tangalle,6.024,80.7911,81.18,89,100,11.16,LK,1684189459
499,bel ombre,-4.6167,55.4167,82.24,83,40,10.36,SC,1684189460
500,puerto rosario,-24.45,-57.0833,66.97,62,0,4.68,PY,1684189460
501,hameenlinna,60.996,24.4643,58.14,65,100,6.17,FI,1684189460
502,sapatgram,26.3334,90.109,69.4,92,3,11.23,IN,1684189460
503,bhindar,24.5,74.1833,82.62,55,1,10.85,IN,1684189461
504,eastham,41.8301,-69.9739,64.94,54,0,11.5,US,1684189461
505,trail,49.0998,-117.7022,76.98,36,22,5.66,CA,1684189461
506,lyantor,61.6195,72.1555,34.23,80,17,13.65,RU,1684189461
507,jatiroto,-7.8833,111.1167,68.49,91,5,3.44,ID,1684189462
508,san patricio,28.017,-97.5169,84.06,75,100,7.9,US,1684189462
509,carlos chagas,-17.7031,-40.7664,72.59,78,19,3.36,BR,1684189386
510,gemena,3.25,19.7667,74.23,85,91,2.3,CD,1684189462
511,neryungri,56.6709,124.6491,30.79,96,100,11.16,RU,1684189455
512,yuanping,38.7153,112.7575,66.47,37,13,0.74,CN,1684189463
513,tisul',55.7611,88.3122,42.15,91,100,6.29,RU,1684189463
514,poyarkovo,49.6,128.6833,48.31,37,27,12.62,RU,1684189463
515,booue,-0.0921,11.9385,75.6,96,84,2.13,GA,1684189464
516,coronel oviedo,-25.4167,-56.45,66.07,59,0,4.45,PY,1684189464
517,temiskaming shores,47.4938,-79.7153,71.4,55,100,7.23,CA,1684189464
518,sitangkai,4.6628,119.3928,83.1,78,6,5.66,PH,1684189464
519,pochinki,54.6988,44.8668,49.98,74,98,5.91,RU,1684189465
520,bure,10.7,37.0667,67.28,39,78,4.03,ET,1684189465
521,villa gesell,-37.2639,-56.973,58.05,75,21,12.53,AR,1684189465
522,jalai nur,49.45,117.7,40.03,52,100,10.31,CN,1684189466
523,manay,7.215,126.5397,78.55,84,89,4.05,PH,1684189466
524,penzance,50.1186,-5.5371,50.68,80,3,10.07,GB,1684189466
525,flying fish cove,-10.4217,105.6791,76.68,78,40,9.22,CX,1684189467
526,lincoln city,44.9582,-124.0179,80.6,78,82,8.99,US,1684189223
527,muana,-1.5283,-49.2167,79.7,86,59,5.21,BR,1684189467
528,cole harbour,44.6724,-63.4751,67.19,39,100,13.8,CA,1684189467
529,tongren,27.7172,109.1853,69.39,97,99,0.02,CN,1684189467
530,tyuratam,45.6507,63.3156,57.47,88,100,10.98,KZ,1684189468
531,bambanglipuro,-7.95,110.2833,72.43,87,8,4.29,ID,1684189468
532,beloyarskiy,63.7119,66.6722,35.56,71,17,13.13,RU,1684189468
533,timimoun,29.2639,0.231,70.18,14,0,4.61,DZ,1684189468
534,makoua,0.0069,15.6333,76.21,86,47,3.69,CG,1684189469
535,petropavlovsk-kamchatsky,53.0452,158.6483,48.79,66,0,8.95,RU,1684189469
536,turpan,42.9333,89.1667,73.99,26,1,3.56,CN,1684189469
537,thetford-mines,46.0937,-71.3054,59.11,90,100,11.74,CA,1684189254
538,florence,43.7667,11.25,62.28,66,0,6.91,IT,1684189391
539,san pedro,14.35,121.0167,83.43,84,75,4.61,PH,1684189145
540,tazovsky,67.4667,78.7,25.74,96,98,11.07,RU,1684189473
541,kovalam,8.3667,76.9967,86.09,79,20,4.61,IN,1684189474
542,blackwater,-23.5833,148.8833,66.54,77,24,7.14,AU,1684189474
543,hadibu,12.65,54.0333,85.42,79,57,9.19,YE,1684189474
544,hammerfest,70.6634,23.6821,48.65,66,0,0.0,NO,1684189475
545,cova figueira,14.8905,-24.2934,69.28,81,41,15.59,CV,1684189475
546,griffith,41.5284,-87.4237,70.14,44,0,6.91,US,1684189475
